Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
391;Juwan Morgan;PF;24;TOT;2;0;15.5;1.0;1.5;0.667;0.5;1.0;0.5;0.5;0.5;1.0;0.833;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.0;0.0;0.0;1.5;2.5;2021-2022
391;Juwan Morgan;PF;24;TOR;1;0;27.0;2.0;3.0;0.667;1.0;2.0;0.5;1.0;1.0;1.0;0.833;0.0;0.0;0.0;2.0;2.0;4.0;1.0;0.0;0.0;0.0;3.0;5.0;2021-2022
391;Juwan Morgan;PF;24;BOS;1;0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-2022
392;Jaylen Morris;SG;26;SAS;3;0;5.3;0.0;2.0;0.0;0.0;0.7;0.0;0.0;1.3;0.0;0.0;0.7;1.3;0.5;0.0;0.7;0.7;0.7;0.0;0.0;0.3;0.7;0.7;2021-2022
393;Marcus Morris;PF;32;LAC;54;54;29.0;5.6;12.8;0.434;1.9;5.1;0.367;3.7;7.7;0.478;0.507;2.4;2.7;0.872;0.5;3.9;4.4;2.1;0.5;0.3;1.3;2.1;15.4;2021-2022
394;Markieff Morris;PF;32;MIA;17;1;17.5;3.2;6.7;0.474;0.8;2.3;0.333;2.4;4.4;0.547;0.531;0.5;0.5;0.889;1.0;1.6;2.6;1.4;0.4;0.1;1.2;1.9;7.6;2021-2022
395;Monte Morris;PG;26;DEN;75;74;29.9;5.0;10.3;0.484;1.7;4.2;0.395;3.3;6.1;0.545;0.564;1.0;1.1;0.869;0.4;2.7;3.0;4.4;0.7;0.2;1.0;1.2;12.6;2021-2022
396;Emmanuel Mudiay;PG;25;SAC;2;0;5.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.5;2.0;0.75;0.0;0.0;0.0;2.0;0.5;0.0;0.5;0.5;1.5;2021-2022
397;Mychal Mulder;PG;27;TOT;17;3;14.1;1.4;4.5;0.312;1.0;3.2;0.315;0.4;1.4;0.304;0.422;0.2;0.2;1.0;0.1;1.3;1.4;0.3;0.2;0.1;0.5;0.8;4.1;2021-2022
397;Mychal Mulder;PG;27;ORL;15;2;13.0;1.3;4.5;0.299;0.9;3.1;0.283;0.5;1.4;0.333;0.396;0.1;0.1;1.0;0.1;1.3;1.4;0.2;0.3;0.1;0.5;0.8;3.7;2021-2022
397;Mychal Mulder;PG;27;MIA;2;1;22.0;2.0;5.0;0.4;2.0;4.0;0.5;0.0;1.0;0.0;0.6;1.0;1.0;1.0;0.0;1.5;1.5;1.0;0.0;0.5;0.0;0.5;7.0;2021-2022
398;Ade Murkey;SG;24;SAC;1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-2022
399;Trey Murphy III;SF;21;NOP;62;1;13.9;1.8;4.5;0.394;1.1;3.0;0.382;0.6;1.5;0.418;0.522;0.7;0.8;0.882;0.8;1.6;2.4;0.6;0.4;0.1;0.3;1.0;5.4;2021-2022
400;Dejounte Murray;PG;25;SAS;68;68;34.8;8.4;18.3;0.462;1.4;4.3;0.327;7.0;13.9;0.504;0.5;2.9;3.6;0.794;1.2;7.1;8.3;9.2;2.0;0.3;2.6;2.0;21.1;2021-2022
401;Mike Muscala;C;30;OKC;43;0;13.8;2.6;5.8;0.456;1.6;3.8;0.429;1.0;2.0;0.506;0.597;1.1;1.3;0.842;0.5;2.5;3.0;0.5;0.4;0.6;0.3;1.3;8.0;2021-2022
402;Svi Mykhailiuk;SF;24;TOR;56;5;12.8;1.6;4.2;0.389;0.7;2.4;0.306;0.9;1.8;0.5;0.476;0.6;0.7;0.865;0.4;1.3;1.6;0.8;0.5;0.1;0.6;1.0;4.6;2021-2022
403;Abdel Nader;SF;28;PHO;14;0;10.4;0.9;2.5;0.343;0.3;1.0;0.286;0.6;1.5;0.381;0.4;0.4;0.7;0.6;0.3;1.6;1.9;0.5;0.6;0.3;0.8;1.4;2.4;2021-2022
404;Larry Nance Jr.;PF;29;TOT;46;11;22.6;2.8;5.4;0.522;0.5;1.5;0.329;2.3;3.8;0.599;0.569;0.9;1.2;0.702;1.6;3.8;5.4;1.8;0.9;0.4;0.8;1.8;7.0;2021-2022
404;Larry Nance Jr.;PF;29;POR;37;11;23.2;2.8;5.4;0.515;0.5;1.7;0.306;2.2;3.7;0.61;0.563;0.9;1.3;0.653;1.6;4.1;5.6;2.0;1.0;0.4;0.7;1.8;6.9;2021-2022
404;Larry Nance Jr.;PF;29;NOP;9;0;20.2;3.0;5.4;0.551;0.4;0.9;0.5;2.6;4.6;0.561;0.592;0.9;0.9;1.0;1.6;2.8;4.3;0.9;0.6;0.8;1.1;1.9;7.3;2021-2022
405;RJ Nembhard Jr.;SG;22;CLE;14;0;4.5;0.4;1.3;0.333;0.0;0.1;0.0;0.4;1.1;0.375;0.333;0.2;0.3;0.75;0.2;0.3;0.5;0.9;0.1;0.0;0.2;0.1;1.1;2021-2022
406;Aaron Nesmith;SF;22;BOS;52;3;11.0;1.4;3.5;0.396;0.6;2.2;0.27;0.8;1.3;0.612;0.481;0.4;0.5;0.808;0.3;1.4;1.7;0.4;0.4;0.1;0.6;1.3;3.8;2021-2022
407;Raul Neto;PG;29;WAS;70;19;19.6;2.9;6.3;0.463;0.5;1.7;0.292;2.4;4.6;0.526;0.502;1.2;1.5;0.769;0.2;1.7;1.9;3.1;0.8;0.0;1.1;1.5;7.5;2021-2022
408;Malik Newman;PG;24;CLE;1;0;8.0;3.0;5.0;0.6;0.0;1.0;0.0;3.0;4.0;0.75;0.6;2.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;8.0;2021-2022
409;Georges Niang;PF;28;PHI;76;7;22.8;3.2;7.4;0.437;2.1;5.1;0.403;1.2;2.3;0.511;0.575;0.7;0.8;0.881;0.3;2.3;2.7;1.3;0.4;0.2;0.8;2.5;9.2;2021-2022
410;Daishen Nix;SG;19;HOU;24;0;10.9;1.1;2.8;0.403;0.3;1.1;0.269;0.8;1.7;0.488;0.455;0.7;1.3;0.533;0.3;1.1;1.4;1.7;0.6;0.0;1.1;0.9;3.2;2021-2022
411;Zeke Nnaji;PF;21;DEN;41;1;17.0;2.3;4.5;0.516;0.9;2.0;0.463;1.4;2.6;0.557;0.616;1.0;1.6;0.631;1.4;2.2;3.6;0.4;0.4;0.3;0.6;1.9;6.6;2021-2022
412;Nerlens Noel;C;27;NYK;25;11;22.5;1.3;2.4;0.533;0.0;0.1;0.0;1.3;2.3;0.561;0.533;0.8;1.2;0.7;1.9;3.7;5.6;0.9;1.2;1.2;0.8;2.7;3.4;2021-2022
413;Jaylen Nowell;SG;22;MIN;62;1;15.7;3.2;6.7;0.475;1.0;2.6;0.394;2.1;4.1;0.526;0.551;1.2;1.5;0.783;0.4;1.6;2.0;2.1;0.4;0.2;0.6;1.2;8.5;2021-2022
414;Frank Ntilikina;PG;23;DAL;58;5;11.8;1.5;3.8;0.399;0.7;1.9;0.342;0.9;1.9;0.455;0.484;0.4;0.4;0.96;0.2;1.2;1.4;1.2;0.5;0.1;0.5;1.1;4.1;2021-2022
415;Jusuf Nurki?;C;27;POR;56;56;28.2;5.7;10.7;0.535;0.3;1.0;0.268;5.5;9.7;0.563;0.548;3.3;4.8;0.69;3.0;8.1;11.1;2.8;1.1;0.6;2.6;3.4;15.0;2021-2022
416;David Nwaba;SF;29;HOU;46;4;13.2;1.8;3.8;0.483;0.3;1.1;0.306;1.5;2.8;0.551;0.526;1.0;1.5;0.716;0.9;2.4;3.3;0.8;0.6;0.4;0.5;1.2;5.1;2021-2022
417;Jordan Nwora;SF;23;MIL;62;13;19.1;3.0;7.5;0.403;1.3;3.7;0.348;1.7;3.8;0.455;0.488;0.6;0.7;0.837;0.6;3.0;3.6;1.0;0.4;0.3;0.9;1.3;7.9;2021-2022
418;Royce O'Neale;SF;28;UTA;77;77;31.2;2.6;5.8;0.457;1.5;4.0;0.389;1.1;1.8;0.609;0.591;0.6;0.7;0.804;0.8;3.9;4.8;2.5;1.1;0.4;1.0;2.4;7.4;2021-2022
419;Semi Ojeleye;PF;27;TOT;30;0;13.5;1.0;3.3;0.303;0.5;1.7;0.3;0.5;1.6;0.306;0.379;0.8;1.0;0.793;0.9;1.6;2.5;0.3;0.2;0.2;0.3;1.0;3.3;2021-2022
419;Semi Ojeleye;PF;27;MIL;20;0;15.4;0.9;3.5;0.257;0.6;2.1;0.268;0.4;1.5;0.241;0.336;0.5;0.7;0.769;1.3;1.7;2.9;0.3;0.3;0.3;0.3;1.3;2.9;2021-2022
419;Semi Ojeleye;PF;27;LAC;10;0;9.8;1.2;2.9;0.414;0.4;0.9;0.444;0.8;2.0;0.4;0.483;1.3;1.6;0.813;0.2;1.4;1.6;0.4;0.2;0.1;0.4;0.4;4.1;2021-2022
420;Chuma Okeke;PF;23;ORL;70;20;25.0;3.1;8.2;0.376;1.7;5.3;0.318;1.4;2.9;0.48;0.478;0.8;0.9;0.846;0.7;4.3;5.0;1.7;1.4;0.6;0.8;1.4;8.6;2021-2022
421;Josh Okogie;SG;23;MIN;49;6;10.5;0.9;2.1;0.404;0.3;1.0;0.298;0.6;1.2;0.491;0.471;0.7;1.0;0.686;0.6;0.8;1.4;0.5;0.5;0.2;0.5;1.1;2.7;2021-2022
422;Onyeka Okongwu;C;21;ATL;48;6;20.7;3.3;4.7;0.69;0.0;0.0;0.0;3.3;4.7;0.69;0.69;1.7;2.3;0.727;2.4;3.5;5.9;1.1;0.6;1.3;0.9;3.1;8.2;2021-2022
423;Isaac Okoro;SF;21;CLE;67;61;29.6;3.1;6.4;0.48;0.8;2.3;0.35;2.3;4.1;0.555;0.544;1.8;2.3;0.768;1.1;1.9;3.0;1.8;0.8;0.3;0.9;2.4;8.8;2021-2022
424;KZ Okpala;PF;22;MIA;21;0;11.6;1.4;3.3;0.435;0.4;1.2;0.346;1.0;2.0;0.488;0.5;0.4;0.5;0.727;0.5;1.4;2.0;0.7;0.2;0.3;0.2;1.2;3.7;2021-2022
425;Victor Oladipo;SG;29;MIA;8;1;21.6;4.4;9.1;0.479;1.9;4.5;0.417;2.5;4.6;0.541;0.582;1.8;2.4;0.737;0.4;2.5;2.9;3.5;0.6;0.1;2.0;1.6;12.4;2021-2022
426;Cameron Oliver;SF;25;ATL;2;0;21.5;5.0;7.5;0.667;0.5;1.5;0.333;4.5;6.0;0.75;0.7;1.0;1.5;0.667;1.0;2.0;3.0;1.5;0.5;0.5;0.0;2.5;11.5;2021-2022
427;Kelly Olynyk;C;30;DET;40;1;19.1;3.2;7.2;0.448;1.0;3.0;0.336;2.2;4.2;0.527;0.517;1.7;2.2;0.775;1.4;3.1;4.4;2.8;0.8;0.5;1.5;2.5;9.1;2021-2022
428;Eugene Omoruyi;SF;24;DAL;4;0;4.5;0.5;1.3;0.4;0.3;0.5;0.5;0.3;0.8;0.333;0.5;0.5;1.0;0.5;0.5;1.3;1.8;0.5;0.0;0.0;0.0;0.5;1.8;2021-2022
429;Miye Oni;SG;24;UTA;16;0;2.8;0.1;0.6;0.222;0.1;0.5;0.125;0.1;0.1;1.0;0.278;0.0;0.1;0.0;0.1;0.4;0.4;0.3;0.0;0.0;0.1;0.4;0.3;2021-2022
430;Cedi Osman;SF;26;CLE;66;3;22.2;3.7;8.7;0.432;1.9;5.4;0.357;1.8;3.2;0.559;0.544;1.3;2.0;0.664;0.4;1.8;2.2;2.0;0.8;0.2;1.0;1.9;10.7;2021-2022
431;Daniel Oturu;C;22;TOR;3;0;9.0;1.0;2.0;0.5;0.0;0.3;0.0;1.0;1.7;0.6;0.5;1.0;1.7;0.6;0.3;1.3;1.7;0.0;0.0;0.7;0.0;0.3;3.0;2021-2022
432;Kelly Oubre Jr.;SF;26;CHO;76;13;26.3;5.4;12.3;0.44;2.5;7.3;0.345;2.9;5.0;0.578;0.542;1.7;2.5;0.667;1.0;2.9;4.0;1.1;1.0;0.4;0.9;2.5;15.0;2021-2022
433;Jaysean Paige;PG;27;DET;1;0;7.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;2021-2022
434;Trayvon Palmer;SG;27;DET;1;0;17.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;2021-2022
435;Kevin Pangos;PG;29;CLE;24;3;6.9;0.6;1.9;0.326;0.3;1.1;0.231;0.4;0.8;0.45;0.391;0.1;0.2;0.75;0.1;0.4;0.5;1.3;0.1;0.0;0.3;0.5;1.6;2021-2022
436;Jabari Parker;PF;26;BOS;12;0;9.3;1.5;3.2;0.474;0.7;1.3;0.5;0.8;1.8;0.455;0.579;0.8;0.8;1.0;0.4;1.9;2.3;0.5;0.3;0.1;0.7;1.1;4.4;2021-2022
437;Eric Paschall;PF;25;UTA;58;3;12.7;2.0;4.1;0.485;0.7;1.9;0.37;1.3;2.2;0.583;0.57;1.1;1.5;0.767;0.5;1.3;1.8;0.6;0.2;0.1;0.5;0.9;5.8;2021-2022
438;Chris Paul;PG;36;PHO;65;65;32.9;5.6;11.3;0.493;1.0;3.1;0.317;4.6;8.3;0.559;0.536;2.6;3.1;0.837;0.3;4.0;4.4;10.8;1.9;0.3;2.4;2.1;14.7;2021-2022
439;Cameron Payne;PG;27;PHO;58;12;22.0;4.1;10.1;0.409;1.2;3.6;0.336;2.9;6.5;0.449;0.469;1.3;1.5;0.843;0.4;2.6;3.0;4.9;0.7;0.3;1.8;2.1;10.8;2021-2022
440;Elfrid Payton;PG;27;PHO;50;1;11.0;1.3;3.5;0.383;0.1;0.4;0.222;1.3;3.1;0.401;0.394;0.2;0.6;0.375;0.4;1.3;1.8;2.0;0.5;0.1;0.9;0.8;3.0;2021-2022
441;Gary Payton II;PG;29;GSW;71;16;17.6;3.0;4.8;0.616;0.6;1.7;0.358;2.4;3.2;0.754;0.679;0.5;0.8;0.603;1.0;2.5;3.5;0.9;1.4;0.3;0.6;1.8;7.1;2021-2022
442;Norvel Pelle;C;28;UTA;3;0;6.3;1.0;1.7;0.6;0.0;0.0;0.0;1.0;1.7;0.6;0.6;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.3;0.7;0.3;2.0;2021-2022
443;Reggie Perry;PF;21;TOT;10;1;18.7;4.0;7.9;0.506;0.3;1.6;0.188;3.7;6.3;0.587;0.525;0.9;1.5;0.6;1.5;3.2;4.7;1.2;0.9;0.6;1.1;3.3;9.2;2021-2022
443;Reggie Perry;PF;21;POR;9;1;19.7;4.3;8.7;0.5;0.3;1.8;0.188;4.0;6.9;0.581;0.519;1.0;1.7;0.6;1.7;3.4;5.1;1.3;1.0;0.7;1.2;3.3;10.0;2021-2022
443;Reggie Perry;PF;21;IND;1;0;10.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;2.0;2021-2022
444;Jamorko Pickett;PF;24;DET;13;0;13.5;1.4;3.8;0.36;1.0;3.0;0.333;0.4;0.8;0.455;0.49;0.1;0.2;0.5;0.5;2.0;2.5;0.5;0.0;0.5;0.4;0.9;3.8;2021-2022
445;Theo Pinson;SF;26;DAL;19;0;7.8;0.7;2.1;0.359;0.5;1.6;0.333;0.2;0.5;0.444;0.487;0.5;0.5;1.0;0.1;1.0;1.1;0.9;0.3;0.1;0.3;0.6;2.5;2021-2022
446;Mason Plumlee;C;31;CHO;73;73;24.6;2.8;4.4;0.641;0.0;0.0;0.0;2.8;4.4;0.645;0.641;0.9;2.3;0.392;2.4;5.3;7.7;3.1;0.8;0.7;1.4;3.1;6.5;2021-2022
447;Jakob Poeltl;C;26;SAS;68;67;29.0;6.0;9.8;0.618;0.0;0.0;1.0;6.0;9.7;0.618;0.619;1.4;2.8;0.495;3.9;5.5;9.3;2.8;0.7;1.7;1.6;3.1;13.5;2021-2022
448;Aleksej Pokusevski;PF;20;OKC;61;12;20.2;3.0;7.5;0.408;0.9;3.2;0.289;2.1;4.2;0.498;0.47;0.6;0.8;0.7;1.2;4.0;5.2;2.1;0.6;0.6;1.5;1.4;7.6;2021-2022
449;Yves Pons;SF;22;MEM;12;0;5.9;0.4;1.3;0.313;0.3;0.8;0.333;0.2;0.6;0.286;0.406;0.0;0.2;0.0;0.4;0.6;1.0;0.1;0.1;0.3;0.1;0.5;1.1;2021-2022
450;Jordan Poole;SG;22;GSW;76;51;30.0;6.2;13.9;0.448;2.8;7.6;0.364;3.5;6.3;0.55;0.548;3.2;3.5;0.925;0.4;3.0;3.4;4.0;0.8;0.3;2.5;2.7;18.5;2021-2022
451;Kevin Porter Jr.;PG;21;HOU;61;61;31.3;5.5;13.2;0.415;2.5;6.8;0.375;3.0;6.5;0.456;0.511;2.0;3.2;0.642;0.7;3.7;4.4;6.2;1.1;0.4;3.1;2.6;15.6;2021-2022
452;Michael Porter Jr.;SF;23;DEN;9;9;29.4;4.1;11.4;0.359;1.1;5.3;0.208;3.0;6.1;0.491;0.408;0.6;1.0;0.556;1.0;5.6;6.6;1.9;1.1;0.2;1.3;1.8;9.9;2021-2022
453;Otto Porter Jr.;PF;28;GSW;63;15;22.2;3.1;6.6;0.464;1.3;3.4;0.37;1.8;3.2;0.565;0.56;0.8;1.0;0.803;1.4;4.4;5.7;1.5;1.1;0.5;0.6;1.3;8.2;2021-2022
454;Bobby Portis;C;26;MIL;72;59;28.2;5.8;12.1;0.479;1.8;4.7;0.393;3.9;7.4;0.533;0.555;1.2;1.6;0.752;2.5;6.6;9.1;1.2;0.7;0.7;1.3;2.4;14.6;2021-2022
455;Kristaps Porzi??is;PF;26;TOT;51;51;29.0;6.9;15.0;0.459;1.5;4.9;0.31;5.4;10.1;0.532;0.51;4.9;5.6;0.867;2.0;6.1;8.1;2.3;0.7;1.6;1.6;2.7;20.2;2021-2022
455;Kristaps Porzi??is;PF;26;DAL;34;34;29.5;6.7;14.9;0.451;1.4;5.1;0.283;5.3;9.9;0.537;0.499;4.3;5.0;0.865;1.9;5.8;7.7;2.0;0.7;1.7;1.6;2.6;19.2;2021-2022
455;Kristaps Porzi??is;PF;26;WAS;17;17;28.2;7.2;15.2;0.475;1.7;4.6;0.367;5.5;10.6;0.522;0.531;5.9;6.8;0.871;2.2;6.6;8.8;2.9;0.7;1.5;1.6;2.9;22.1;2021-2022
456;Micah Potter;C;23;DET;3;0;10.3;1.7;3.7;0.455;0.0;0.7;0.0;1.7;3.0;0.556;0.455;0.7;0.7;1.0;1.3;1.7;3.0;0.0;0.3;0.3;0.3;1.3;4.0;2021-2022
457;Dwight Powell;C;30;DAL;82;71;21.9;3.3;4.9;0.671;0.2;0.5;0.351;3.1;4.4;0.703;0.687;2.0;2.6;0.783;2.1;2.8;4.9;1.2;0.5;0.5;0.8;2.7;8.7;2021-2022
458;Myles Powell;PG;24;PHI;11;0;4.7;0.5;1.5;0.294;0.1;0.5;0.167;0.4;1.0;0.364;0.324;0.2;0.2;1.0;0.1;0.5;0.5;0.3;0.1;0.0;0.3;0.7;1.2;2021-2022
459;Norman Powell;SG-SF;28;TOT;45;41;32.4;6.2;13.4;0.461;2.4;5.6;0.419;3.8;7.8;0.491;0.549;4.2;5.2;0.811;0.4;2.8;3.2;2.1;0.9;0.5;1.5;2.4;19.0;2021-2022
459;Norman Powell;SF;28;POR;40;39;33.3;6.2;13.6;0.456;2.3;5.7;0.406;3.9;7.8;0.492;0.542;4.0;5.0;0.803;0.4;2.9;3.3;2.1;1.0;0.4;1.6;2.3;18.7;2021-2022
459;Norman Powell;SG;28;LAC;5;2;25.0;6.4;12.6;0.508;2.6;4.8;0.542;3.8;7.8;0.487;0.611;6.0;7.0;0.857;0.6;2.2;2.8;2.8;0.4;0.8;1.4;2.8;21.4;2021-2022
460;Joshua Primo;SG;19;SAS;50;16;19.3;2.0;5.4;0.374;0.8;2.7;0.307;1.2;2.7;0.444;0.452;0.9;1.2;0.746;0.6;1.6;2.3;1.6;0.4;0.5;1.1;1.6;5.8;2021-2022
461;Taurean Prince;PF;27;MIN;69;8;17.1;2.6;5.7;0.454;1.2;3.3;0.376;1.3;2.3;0.565;0.564;0.9;1.2;0.756;0.4;2.1;2.5;1.0;0.7;0.3;0.8;1.7;7.3;2021-2022
462;Payton Pritchard;SG;24;BOS;71;2;14.1;2.3;5.3;0.429;1.4;3.5;0.412;0.8;1.8;0.461;0.564;0.3;0.3;1.0;0.5;1.4;1.9;2.0;0.4;0.1;0.6;0.9;6.2;2021-2022
463;Trevelin Queen;SG;24;HOU;10;0;7.4;1.5;3.3;0.455;0.9;2.4;0.375;0.6;0.9;0.667;0.591;0.4;0.4;1.0;0.7;0.9;1.6;0.4;0.5;0.1;0.7;0.6;4.3;2021-2022
464;Neemias Queta;C;22;SAC;14;0;8.6;1.2;2.7;0.447;0.0;0.0;0.0;1.2;2.7;0.447;0.447;0.8;1.2;0.647;1.0;1.2;2.2;0.4;0.1;0.6;0.4;1.3;3.2;2021-2022
465;Immanuel Quickley;PG;22;NYK;78;3;23.1;3.6;9.3;0.392;1.8;5.1;0.346;1.9;4.2;0.448;0.487;2.3;2.6;0.881;0.4;2.8;3.2;3.5;0.7;0.0;1.3;2.1;11.3;2021-2022
466;Jahmi'us Ramsey;SG;20;SAC;19;0;7.1;1.3;3.1;0.414;0.3;0.9;0.278;1.0;2.1;0.475;0.457;0.4;0.7;0.5;0.2;0.5;0.7;0.4;0.1;0.1;0.3;0.5;3.2;2021-2022
467;Julius Randle;PF;27;NYK;72;72;35.3;7.1;17.3;0.411;1.7;5.4;0.308;5.4;11.9;0.458;0.459;4.2;5.6;0.756;1.7;8.2;9.9;5.1;0.7;0.5;3.4;2.8;20.1;2021-2022
468;Austin Reaves;SG;23;LAL;61;19;23.2;2.4;5.2;0.459;0.9;2.7;0.317;1.5;2.5;0.616;0.542;1.6;1.9;0.839;0.7;2.4;3.2;1.8;0.5;0.3;0.7;1.4;7.3;2021-2022
469;Cam Reddish;SF;22;TOT;49;7;20.7;3.4;8.3;0.404;1.3;3.8;0.359;2.0;4.6;0.442;0.485;2.1;2.3;0.902;0.5;1.6;2.1;1.0;1.0;0.3;1.2;1.2;10.1;2021-2022
469;Cam Reddish;SF;22;ATL;34;7;23.4;4.1;10.1;0.402;1.7;4.5;0.379;2.4;5.6;0.421;0.487;2.1;2.4;0.9;0.6;1.9;2.5;1.1;1.0;0.3;1.3;1.3;11.9;2021-2022
469;Cam Reddish;SF;22;NYK;15;0;14.3;1.8;4.3;0.415;0.5;2.1;0.258;1.3;2.3;0.559;0.477;1.9;2.1;0.906;0.3;1.1;1.4;0.7;0.8;0.3;0.9;1.0;6.1;2021-2022
470;Davon Reed;SG;26;DEN;48;5;13.9;1.7;3.4;0.503;0.8;1.8;0.43;0.9;1.6;0.587;0.618;0.2;0.3;0.667;0.3;2.0;2.3;1.1;0.5;0.2;0.3;1.3;4.4;2021-2022
471;Paul Reed;C;22;PHI;38;2;7.9;1.4;2.5;0.563;0.1;0.2;0.25;1.4;2.3;0.591;0.573;0.2;0.4;0.429;1.2;1.3;2.4;0.4;0.9;0.4;0.3;1.5;3.1;2021-2022
472;Naz Reid;C;22;MIN;77;6;15.8;3.0;6.2;0.489;0.7;2.2;0.343;2.3;4.0;0.568;0.549;1.5;1.9;0.765;1.3;2.6;3.9;0.9;0.5;0.9;1.1;2.2;8.3;2021-2022
473;Nick Richards;C;24;CHO;50;5;7.3;1.2;1.8;0.667;0.0;0.0;0.0;1.2;1.8;0.667;0.667;0.6;0.9;0.698;0.7;1.0;1.7;0.3;0.2;0.4;0.5;1.0;3.0;2021-2022
474;Josh Richardson;SG;28;TOT;65;7;24.6;3.6;8.2;0.438;1.6;3.8;0.415;2.0;4.4;0.458;0.534;1.5;1.7;0.889;0.6;2.2;2.8;1.8;0.9;0.4;1.0;1.8;10.2;2021-2022
474;Josh Richardson;SG;28;BOS;44;0;24.7;3.5;7.8;0.443;1.4;3.5;0.397;2.0;4.3;0.481;0.534;1.4;1.6;0.859;0.6;2.3;2.8;1.5;0.8;0.5;0.9;1.9;9.7;2021-2022
474;Josh Richardson;SG;28;SAS;21;7;24.4;3.9;9.1;0.429;1.9;4.3;0.444;2.0;4.8;0.416;0.534;1.7;1.8;0.946;0.8;2.1;2.9;2.3;1.0;0.3;1.3;1.6;11.4;2021-2022
475;Austin Rivers;SG;29;DEN;67;18;22.1;2.2;5.2;0.417;1.2;3.4;0.342;1.0;1.8;0.563;0.53;0.5;0.7;0.727;0.3;1.4;1.7;1.3;0.8;0.1;0.8;1.8;6.0;2021-2022
476;Duncan Robinson;SG;27;MIA;79;68;25.9;3.7;9.2;0.399;2.9;7.9;0.372;0.7;1.3;0.569;0.559;0.6;0.8;0.836;0.3;2.3;2.6;1.6;0.5;0.2;0.8;2.5;10.9;2021-2022
477;Justin Robinson;PG;24;TOT;25;0;12.2;1.1;3.7;0.301;0.7;2.4;0.295;0.4;1.3;0.313;0.398;0.2;0.3;0.5;0.2;0.7;0.8;1.3;0.4;0.0;0.7;1.1;3.1;2021-2022
477;Justin Robinson;PG;24;MIL;17;0;11.6;1.1;3.4;0.316;0.6;2.2;0.27;0.5;1.2;0.4;0.404;0.1;0.1;1.0;0.1;0.6;0.8;1.2;0.5;0.0;0.6;1.0;2.8;2021-2022
477;Justin Robinson;PG;24;SAC;3;0;5.0;0.3;2.7;0.125;0.0;1.0;0.0;0.3;1.7;0.2;0.125;0.0;0.0;0.0;0.0;0.3;0.3;0.7;0.0;0.0;0.3;0.7;0.7;2021-2022
477;Justin Robinson;PG;24;DET;5;0;18.2;1.8;5.6;0.321;1.6;4.2;0.381;0.2;1.4;0.143;0.464;0.4;1.2;0.333;0.4;1.0;1.4;1.8;0.2;0.2;1.0;1.6;5.6;2021-2022
478;Mitchell Robinson;C;23;NYK;72;62;25.7;3.6;4.8;0.761;0.0;0.0;0.0;3.6;4.8;0.761;0.761;1.2;2.5;0.486;4.1;4.5;8.6;0.5;0.8;1.8;0.8;2.7;8.5;2021-2022
479;Jeremiah Robinson-Earl;C;21;OKC;49;36;22.2;2.7;6.6;0.414;1.2;3.4;0.352;1.6;3.2;0.478;0.503;0.8;1.1;0.741;1.5;4.1;5.6;1.0;0.6;0.3;0.8;1.5;7.5;2021-2022
480;Isaiah Roby;PF;23;OKC;45;28;21.1;3.7;7.2;0.514;1.0;2.2;0.444;2.7;5.0;0.545;0.582;1.7;2.6;0.672;1.7;3.2;4.8;1.6;0.8;0.8;1.0;2.4;10.1;2021-2022
481;Rajon Rondo;PG;35;TOT;39;1;17.9;1.7;4.5;0.386;0.8;2.3;0.352;0.9;2.3;0.42;0.474;0.5;0.7;0.731;0.4;2.4;2.8;4.4;0.8;0.2;1.7;1.4;4.8;2021-2022
481;Rajon Rondo;PG;35;LAL;18;0;16.1;1.3;3.9;0.324;0.4;1.7;0.267;0.8;2.3;0.366;0.38;0.1;0.1;0.5;0.6;2.2;2.7;3.7;0.7;0.3;1.9;1.4;3.1;2021-2022
481;Rajon Rondo;PG;35;CLE;21;1;19.4;2.1;5.0;0.429;1.1;2.8;0.397;1.0;2.2;0.468;0.538;0.9;1.1;0.75;0.2;2.6;2.8;4.9;0.9;0.0;1.6;1.5;6.2;2021-2022
